teste;name;type;Str;Dex;Int;Faith;Luck;Physical;Magic;Fire;Lightning;Dark
;Heavy Spider Shield;Shield;63;0;0;0;0;162.8;0;0;0;0
;Sharp Spider Shield;Shield;33;0;0;0;0;162.8;0;0;0;0
;Refined Spider Shield;Shield;40;40;0;0;0;158.4;0;0;0;0
;Simple Spider Shield;Shield;39;0;42;0;0;88;101.2;0;0;0
;Crystal Spider Shield;Shield;30;0;49.5;0;0;83.6;114.4;0;0;0
;Fire Spider Shield;Shield;0;0;0;0;0;145.2;0;145.2;0;0
;Chaos Spider Shield;Shield;36;0;33;33;0;88;0;114.4;0;0
;Lightning Spider Shield;Shield;30;0;0;49.5;0;83.6;0;0;114.4;0
;Deep Spider Shield;Shield;0;0;0;0;0;145.2;0;0;0;145.2
;Dark Spider Shield;Shield;36;0;33;33;0;88;0;0;0;114.4
;Poison Spider Shield;Shield;42;0;0;0;0;136.4;0;0;0;0
;Blood Spider Shield;Shield;42;0;0;0;0;136.4;0;0;0;0
;Raw Spider Shield;Shield;0;0;0;0;0;220;0;0;0;0
;Blessed Spider Shield;Shield;33;0;0;39;0;114.4;0;0;0;0
;Hollow Spider Shield;Shield;42;0;0;0;9;167.2;0;0;0;0
;Grass Crest Shield;Shield;42;0;0;0;0;160;0;0;0;0
;Sunset Shield;Shield;42;0;0;0;0;164;0;0;0;0
;Heavy Sunset Shield;Shield;63;0;0;0;0;151.7;0;0;0;0
;Sharp Sunset Shield;Shield;33;0;0;0;0;151.7;0;0;0;0
;Refined Sunset Shield;Shield;40;40;0;0;0;147.6;0;0;0;0
;Simple Sunset Shield;Shield;39;0;42;0;0;82;94.3;0;0;0
;Crystal Sunset Shield;Shield;30;0;49.5;0;0;77.9;106.6;0;0;0
;Fire Sunset Shield;Shield;0;0;0;0;0;135.3;0;135.3;0;0
;Chaos Sunset Shield;Shield;36;0;33;33;0;82;0;106.6;0;0
;Lightning Sunset Shield;Shield;30;0;0;49.5;0;77.9;0;0;106.6;0
;Deep Sunset Shield;Shield;0;0;0;0;0;135.3;0;0;0;135.3
;Dark Sunset Shield;Shield;36;0;33;33;0;82;0;0;0;106.6
;Poison Sunset Shield;Shield;42;0;0;0;0;127.1;0;0;0;0
;Blood Sunset Shield;Shield;42;0;0;0;0;127.1;0;0;0;0
;Raw Sunset Shield;Shield;0;0;0;0;0;205;0;0;0;0
;Blessed Sunset Shield;Shield;33;0;0;39;0;106.6;0;0;0;0
;Hollow Sunset Shield;Shield;42;0;0;0;9;155.8;0;0;0;0
;Golden Wing Crest Shield;Shield;43.4;0;0;0;0;178;0;0;0;0
;Blue Wooden Shield;Shield;40.6;0;0;0;0;154;0;0;0;0
;Heavy Blue Wooden Shield;Shield;60.9;0;0;0;0;142.45;0;0;0;0
;Sharp Blue Wooden Shield;Shield;31.9;0;0;0;0;142.45;0;0;0;0
;Refined Blue Wooden Shield;Shield;38.4;38.4;0;0;0;138.6;0;0;0;0
;Simple Blue Wooden Shield;Shield;37.7;0;40.6;0;0;77;88.55;0;0;0
;Crystal Blue Wooden Shield;Shield;29;0;47.85;0;0;73.15;100.1;0;0;0
;Fire Blue Wooden Shield;Shield;0;0;0;0;0;127.05;0;127.05;0;0
;Chaos Blue Wooden Shield;Shield;34.8;0;31.9;31.9;0;77;0;100.1;0;0
;Lightning Blue Wooden Shield;Shield;29;0;0;47.85;0;73.15;0;0;100.1;0
;Deep Blue Wooden Shield;Shield;0;0;0;0;0;127.05;0;0;0;127.05
;Dark Blue Wooden Shield;Shield;34.8;0;31.9;31.9;0;77;0;0;0;100.1
;Poison Blue Wooden Shield;Shield;40.6;0;0;0;0;119.35;0;0;0;0
;Blood Blue Wooden Shield;Shield;40.6;0;0;0;0;119.35;0;0;0;0
;Raw Blue Wooden Shield;Shield;0;0;0;0;0;192.5;0;0;0;0
;Blessed Blue Wooden Shield;Shield;31.9;0;0;37.7;0;100.1;0;0;0;0
;Hollow Blue Wooden Shield;Shield;40.6;0;0;0;9;146.3;0;0;0;0
;Silver Eagle Kite Shield;Shield;40.6;0;0;0;0;176;0;0;0;0
;Heavy Silver Eagle Kite Shield;Shield;60.9;0;0;0;0;162.8;0;0;0;0
;Sharp Silver Eagle Kite Shield;Shield;31.9;0;0;0;0;162.8;0;0;0;0
;Refined Silver Eagle Kite Shield;Shield;38.4;38.4;0;0;0;158.4;0;0;0;0
;Simple Silver Eagle Kite Shield;Shield;37.7;0;40.6;0;0;88;101.2;0;0;0
;Crystal Silver Eagle Kite Shield;Shield;29;0;47.85;0;0;83.6;114.4;0;0;0
;Fire Silver Eagle Kite Shield;Shield;0;0;0;0;0;145.2;0;145.2;0;0
;Chaos Silver Eagle Kite Shield;Shield;34.8;0;31.9;31.9;0;88;0;114.4;0;0
;Lightning Silver Eagle Kite Shield;Shield;29;0;0;47.85;0;83.6;0;0;114.4;0
;Deep Silver Eagle Kite Shield;Shield;0;0;0;0;0;145.2;0;0;0;145.2
;Dark Silver Eagle Kite Shield;Shield;34.8;0;31.9;31.9;0;88;0;0;0;114.4
;Poison Silver Eagle Kite Shield;Shield;40.6;0;0;0;0;136.4;0;0;0;0
;Blood Silver Eagle Kite Shield;Shield;40.6;0;0;0;0;136.4;0;0;0;0
;Raw Silver Eagle Kite Shield;Shield;0;0;0;0;0;220;0;0;0;0
;Blessed Silver Eagle Kite Shield;Shield;31.9;0;0;37.7;0;114.4;0;0;0;0
;Hollow Silver Eagle Kite Shield;Shield;40.6;0;0;0;9;167.2;0;0;0;0
;Stone Parma;Shield;42;0;0;0;0;188;0;0;0;0
;Heavy Stone Parma;Shield;63;0;0;0;0;173.9;0;0;0;0
;Sharp Stone Parma;Shield;33;0;0;0;0;173.9;0;0;0;0
;Refined Stone Parma;Shield;40;40;0;0;0;169.2;0;0;0;0
;Simple Stone Parma;Shield;39;0;42;0;0;89;102.35;0;0;0
;Crystal Stone Parma;Shield;30;0;49.5;0;0;84.55;115.7;0;0;0
;Fire Stone Parma;Shield;0;0;0;0;0;146.85;0;146.85;0;0
;Chaos Stone Parma;Shield;36;0;33;33;0;89;0;115.7;0;0
;Lightning Stone Parma;Shield;30;0;0;49.5;0;84.55;0;0;115.7;0
;Deep Stone Parma;Shield;0;0;0;0;0;146.85;0;0;0;146.85
;Dark Stone Parma;Shield;36;0;33;33;0;89;0;0;0;115.7
;Poison Stone Parma;Shield;42;0;0;0;0;145.7;0;0;0;0
;Blood Stone Parma;Shield;42;0;0;0;0;145.7;0;0;0;0
;Raw Stone Parma;Shield;0;0;0;0;0;235;0;0;0;0
;Blessed Stone Parma;Shield;33;0;0;39;0;115.7;0;0;0;0
;Hollow Stone Parma;Shield;42;0;0;0;9;178.6;0;0;0;0
;Spirit Tree Crest Shield;Shield;43.4;0;0;0;0;166;0;0;0;0
;Porcine Shield;Shield;42;0;0;0;0;170;0;0;0;0
;Heavy Porcine Shield;Shield;63;0;0;0;0;157.25;0;0;0;0
;Sharp Porcine Shield;Shield;33;0;0;0;0;157.25;0;0;0;0
;Refined Porcine Shield;Shield;40;40;0;0;0;153;0;0;0;0
;Simple Porcine Shield;Shield;39;0;42;0;0;80;92;0;0;0
;Crystal Porcine Shield;Shield;30;0;49.5;0;0;76;104;0;0;0
;Fire Porcine Shield;Shield;0;0;0;0;0;132;0;132;0;0
;Chaos Porcine Shield;Shield;36;0;33;33;0;80;0;104;0;0
;Lightning Porcine Shield;Shield;30;0;0;49.5;0;76;0;0;104;0
;Deep Porcine Shield;Shield;0;0;0;0;0;132;0;0;0;132
;Dark Porcine Shield;Shield;36;0;33;33;0;80;0;0;0;104
;Poison Porcine Shield;Shield;42;0;0;0;0;131.75;0;0;0;0
;Blood Porcine Shield;Shield;42;0;0;0;0;131.75;0;0;0;0
;Raw Porcine Shield;Shield;0;0;0;0;0;212.5;0;0;0;0
;Blessed Porcine Shield;Shield;33;0;0;39;0;104;0;0;0;0
;Hollow Porcine Shield;Shield;42;0;0;0;9;161.5;0;0;0;0
;Shield of Want;Shield;43.4;0;0;0;0;190;0;0;0;0
;Wargod Wooden Shield;Shield;42;0;0;0;0;176;0;0;0;0
;Heavy Wargod Wooden Shield;Shield;63;0;0;0;0;162.8;0;0;0;0
;Sharp Wargod Wooden Shield;Shield;33;0;0;0;0;162.8;0;0;0;0
;Refined Wargod Wooden Shield;Shield;40;40;0;0;0;158.4;0;0;0;0
;Simple Wargod Wooden Shield;Shield;39;0;42;0;0;88;101.2;0;0;0
;Crystal Wargod Wooden Shield;Shield;30;0;49.5;0;0;83.6;114.4;0;0;0
;Fire Wargod Wooden Shield;Shield;0;0;0;0;0;145.2;0;145.2;0;0
;Chaos Wargod Wooden Shield;Shield;36;0;33;33;0;88;0;114.4;0;0
;Lightning Wargod Wooden Shield;Shield;30;0;0;49.5;0;83.6;0;0;114.4;0
;Deep Wargod Wooden Shield;Shield;0;0;0;0;0;145.2;0;0;0;145.2
;Dark Wargod Wooden Shield;Shield;36;0;33;33;0;88;0;0;0;114.4
;Poison Wargod Wooden Shield;Shield;42;0;0;0;0;136.4;0;0;0;0
;Blood Wargod Wooden Shield;Shield;42;0;0;0;0;136.4;0;0;0;0
;Raw Wargod Wooden Shield;Shield;0;0;0;0;0;220;0;0;0;0
;Blessed Wargod Wooden Shield;Shield;33;0;0;39;0;114.4;0;0;0;0
;Hollow Wargod Wooden Shield;Shield;42;0;0;0;9;167.2;0;0;0;0
;Lothric Knight Greatshield;Greatshield;49;0;0;0;0;222;0;0;0;0
;Heavy Lothric Knight Greatshield;Greatshield;73.5;0;0;0;0;205.35;0;0;0;0
;Sharp Lothric Knight Greatshield;Greatshield;38.5;0;0;0;0;205.35;0;0;0;0
;Refined Lothric Knight Greatshield;Greatshield;43.2;43.2;0;0;0;199.8;0;0;0;0
;Simple Lothric Knight Greatshield;Greatshield;45.5;0;49;0;0;106;121.9;0;0;0
;Crystal Lothric Knight Greatshield;Greatshield;35;0;57.75;0;0;100.7;137.8;0;0;0
;Fire Lothric Knight Greatshield;Greatshield;0;0;0;0;0;174.9;0;174.9;0;0
;Chaos Lothric Knight Greatshield;Greatshield;42;0;38.5;38.5;0;106;0;137.8;0;0
;Lightning Lothric Knight Greatshield;Greatshield;35;0;0;57.75;0;100.7;0;0;137.8;0
;Deep Lothric Knight Greatshield;Greatshield;0;0;0;0;0;174.9;0;0;0;174.9
;Dark Lothric Knight Greatshield;Greatshield;42;0;38.5;38.5;0;106;0;0;0;137.8
;Poison Lothric Knight Greatshield;Greatshield;49;0;0;0;0;172.05;0;0;0;0
;Blood Lothric Knight Greatshield;Greatshield;49;0;0;0;0;172.05;0;0;0;0
;Raw Lothric Knight Greatshield;Greatshield;0;0;0;0;0;277.5;0;0;0;0
;Blessed Lothric Knight Greatshield;Greatshield;38.5;0;0;45.5;0;137.8;0;0;0;0
;Hollow Lothric Knight Greatshield;Greatshield;49;0;0;0;10.5;210.9;0;0;0;0
;Cathedral Knight Greatshield;Greatshield;49;0;0;0;0;224;0;0;0;0
;Heavy Cathedral Knight Greatshield;Greatshield;73.5;0;0;0;0;207.2;0;0;0;0
;Sharp Cathedral Knight Greatshield;Greatshield;38.5;0;0;0;0;207.2;0;0;0;0
;Refined Cathedral Knight Greatshield;Greatshield;43.2;43.2;0;0;0;201.6;0;0;0;0
;Simple Cathedral Knight Greatshield;Greatshield;45.5;0;49;0;0;107;123.05;0;0;0
;Crystal Cathedral Knight Greatshield;Greatshield;35;0;57.75;0;0;101.65;139.1;0;0;0
;Fire Cathedral Knight Greatshield;Greatshield;0;0;0;0;0;176.55;0;176.55;0;0
;Chaos Cathedral Knight Greatshield;Greatshield;42;0;38.5;38.5;0;107;0;139.1;0;0
;Lightning Cathedral Knight Greatshield;Greatshield;35;0;0;57.75;0;101.65;0;0;139.1;0
;Deep Cathedral Knight Greatshield;Greatshield;0;0;0;0;0;176.55;0;0;0;176.55
;Dark Cathedral Knight Greatshield;Greatshield;42;0;38.5;38.5;0;107;0;0;0;139.1
;Poison Cathedral Knight Greatshield;Greatshield;49;0;0;0;0;173.6;0;0;0;0
;Blood Cathedral Knight Greatshield;Greatshield;49;0;0;0;0;173.6;0;0;0;0
;Raw Cathedral Knight Greatshield;Greatshield;0;0;0;0;0;280;0;0;0;0
;Blessed Cathedral Knight Greatshield;Greatshield;38.5;0;0;45.5;0;139.1;0;0;0;0
;Hollow Cathedral Knight Greatshield;Greatshield;49;0;0;0;10.5;212.8;0;0;0;0
;Dragonslayer Greatshield;Greatshield;50.4;0;0;0;0;244;0;0;0;0
;Moaning Shield;Greatshield;51.8;0;0;0;0;238;0;0;0;0
;Yhorm's Greatshield;Greatshield;50.4;0;0;0;0;240;0;0;0;0
;Black Iron Greatshield;Greatshield;49;0;0;0;0;224;0;0;0;0
;Heavy Black Iron Greatshield;Greatshield;73.5;0;0;0;0;207.2;0;0;0;0
;Sharp Black Iron Greatshield;Greatshield;38.5;0;0;0;0;207.2;0;0;0;0
;Refined Black Iron Greatshield;Greatshield;43.2;43.2;0;0;0;201.6;0;0;0;0
;Simple Black Iron Greatshield;Greatshield;45.5;0;49;0;0;107;123.05;0;0;0
;Crystal Black Iron Greatshield;Greatshield;35;0;57.75;0;0;101.65;139.1;0;0;0
;Fire Black Iron Greatshield;Greatshield;0;0;0;0;0;176.55;0;176.55;0;0
;Chaos Black Iron Greatshield;Greatshield;42;0;38.5;38.5;0;107;0;139.1;0;0
;Lightning Black Iron Greatshield;Greatshield;35;0;0;57.75;0;101.65;0;0;139.1;0
;Deep Black Iron Greatshield;Greatshield;0;0;0;0;0;176.55;0;0;0;176.55
;Dark Black Iron Greatshield;Greatshield;42;0;38.5;38.5;0;107;0;0;0;139.1
;Poison Black Iron Greatshield;Greatshield;49;0;0;0;0;173.6;0;0;0;0
;Blood Black Iron Greatshield;Greatshield;49;0;0;0;0;173.6;0;0;0;0
;Raw Black Iron Greatshield;Greatshield;0;0;0;0;0;280;0;0;0;0
;Blessed Black Iron Greatshield;Greatshield;38.5;0;0;45.5;0;139.1;0;0;0;0
;Hollow Black Iron Greatshield;Greatshield;49;0;0;0;10.5;212.8;0;0;0;0
;Wolf Knight's Greatshield;Greatshield;50.4;0;0;0;0;216;0;0;0;0
;Twin Dragon Greatshield;Greatshield;49;0;0;0;0;212;0;0;0;0
;Heavy Twin Dragon Greatshield;Greatshield;73.5;0;0;0;0;196.1;0;0;0;0
;Sharp Twin Dragon Greatshield;Greatshield;38.5;0;0;0;0;196.1;0;0;0;0
;Refined Twin Dragon Greatshield;Greatshield;43.2;43.2;0;0;0;190.8;0;0;0;0
;Simple Twin Dragon Greatshield;Greatshield;45.5;0;49;0;0;101;116.15;0;0;0
;Crystal Twin Dragon Greatshield;Greatshield;35;0;57.75;0;0;95.95;131.3;0;0;0
;Fire Twin Dragon Greatshield;Greatshield;0;0;0;0;0;166.65;0;166.65;0;0
;Chaos Twin Dragon Greatshield;Greatshield;42;0;38.5;38.5;0;101;0;131.3;0;0
;Lightning Twin Dragon Greatshield;Greatshield;35;0;0;57.75;0;95.95;0;0;131.3;0
;Deep Twin Dragon Greatshield;Greatshield;0;0;0;0;0;166.65;0;0;0;166.65
;Dark Twin Dragon Greatshield;Greatshield;42;0;38.5;38.5;0;101;0;0;0;131.3
;Poison Twin Dragon Greatshield;Greatshield;49;0;0;0;0;164.3;0;0;0;0
;Blood Twin Dragon Greatshield;Greatshield;49;0;0;0;0;164.3;0;0;0;0
;Raw Twin Dragon Greatshield;Greatshield;0;0;0;0;0;265;0;0;0;0
;Blessed Twin Dragon Greatshield;Greatshield;38.5;0;0;45.5;0;131.3;0;0;0;0
;Hollow Twin Dragon Greatshield;Greatshield;49;0;0;0;10.5;201.4;0;0;0;0
;Greatshield of Glory;Greatshield;50.4;0;0;0;0;234;0;0;0;0
;Curse Ward Greatshield;Greatshield;49;0;0;0;0;228;0;0;0;0
;Bonewheel Shield;Greatshield;49;0;0;0;0;222;0;0;0;0
;Heavy Bonewheel Shield;Greatshield;73.5;0;0;0;0;205.35;0;0;0;0
;Sharp Bonewheel Shield;Greatshield;38.5;0;0;0;0;205.35;0;0;0;0
;Refined Bonewheel Shield;Greatshield;43.2;43.2;0;0;0;199.8;0;0;0;0
;Simple Bonewheel Shield;Greatshield;45.5;0;49;0;0;101;116.15;0;0;0
;Crystal Bonewheel Shield;Greatshield;35;0;57.75;0;0;95.95;131.3;0;0;0
;Fire Bonewheel Shield;Greatshield;0;0;0;0;0;166.65;0;166.65;0;0
;Chaos Bonewheel Shield;Greatshield;42;0;38.5;38.5;0;101;0;131.3;0;0
;Lightning Bonewheel Shield;Greatshield;35;0;0;57.75;0;95.95;0;0;131.3;0
;Deep Bonewheel Shield;Greatshield;0;0;0;0;0;166.65;0;0;0;166.65
;Dark Bonewheel Shield;Greatshield;42;0;38.5;38.5;0;101;0;0;0;131.3
;Poison Bonewheel Shield;Greatshield;49;0;0;0;0;172.05;0;0;0;0
;Blood Bonewheel Shield;Greatshield;49;0;0;0;0;172.05;0;0;0;0
;Raw Bonewheel Shield;Greatshield;0;0;0;0;0;277.5;0;0;0;0
;Blessed Bonewheel Shield;Greatshield;38.5;0;0;45.5;0;131.3;0;0;0;0
;Hollow Bonewheel Shield;Greatshield;49;0;0;0;10.5;210.9;0;0;0;0
;Stone Greatshield;Greatshield;50.4;0;0;0;0;230;0;0;0;0
;Heavy Stone Greatshield;Greatshield;75.6;0;0;0;0;212.75;0;0;0;0
;Sharp Stone Greatshield;Greatshield;39.6;0;0;0;0;212.75;0;0;0;0
;Refined Stone Greatshield;Greatshield;44.8;44.8;0;0;0;207;0;0;0;0
;Simple Stone Greatshield;Greatshield;46.8;0;50.4;0;0;110;126.5;0;0;0
;Crystal Stone Greatshield;Greatshield;36;0;59.4;0;0;104.5;143;0;0;0
;Fire Stone Greatshield;Greatshield;0;0;0;0;0;181.5;0;181.5;0;0
;Chaos Stone Greatshield;Greatshield;43.2;0;39.6;39.6;0;110;0;143;0;0
;Lightning Stone Greatshield;Greatshield;36;0;0;59.4;0;104.5;0;0;143;0
;Deep Stone Greatshield;Greatshield;0;0;0;0;0;181.5;0;0;0;181.5
;Dark Stone Greatshield;Greatshield;43.2;0;39.6;39.6;0;110;0;0;0;143
;Poison Stone Greatshield;Greatshield;50.4;0;0;0;0;178.25;0;0;0;0
;Blood Stone Greatshield;Greatshield;50.4;0;0;0;0;178.25;0;0;0;0
;Raw Stone Greatshield;Greatshield;0;0;0;0;0;287.5;0;0;0;0
;Blessed Stone Greatshield;Greatshield;39.6;0;0;46.8;0;143;0;0;0;0
;Hollow Stone Greatshield;Greatshield;50.4;0;0;0;12;218.5;0;0;0;0
;Torch;Torch;49;0;0;0;0;70;0;160;0;0
